LAT,LON,YEAR,MO,DY,WS2M,T2M,RH2M,PS,T2MDEW,PRECTOTCORR
27.75,77.25,2023,11,3,1.21,24.25,46.15,98.74,11.31,0
27.75,77.75,2023,11,3,1.19,24.03,46.76,99.06,11.45,0
27.75,78.25,2023,11,3,1.2,24.02,45.93,99.12,11.15,0
27.75,78.75,2023,11,3,1.16,23.87,47.41,99.22,11.48,0
27.75,79.25,2023,11,3,1.1,24.01,48.38,99.34,11.88,0
27.75,79.75,2023,11,3,1.03,24.12,49.66,99.42,12.41,0
27.75,80.25,2023,11,3,0.97,24.16,51.54,99.49,13.04,0
27.75,80.75,2023,11,3,0.95,24.16,53.86,99.56,13.74,0
28.25,73.25,2023,11,3,1.21,26.58,30.49,98.73,7.06,0
28.25,73.75,2023,11,3,1.15,26.12,32.59,98.44,7.4,0
28.25,74.25,2023,11,3,1.17,25.54,37.24,98.15,8.63,0
28.25,74.75,2023,11,3,1.21,25.16,40.94,97.88,9.64,0
28.25,75.25,2023,11,3,1.28,24.82,43.96,97.67,10.45,0
28.25,75.75,2023,11,3,1.35,24.59,45.95,97.63,11,0
28.25,76.25,2023,11,3,1.39,24.69,45.88,97.96,11.21,0
28.25,76.75,2023,11,3,1.28,24.24,47.98,98.34,11.84,0
28.25,77.25,2023,11,3,1.2,23.76,50.09,98.72,12.27,0
28.25,77.75,2023,11,3,1.16,23.53,50.11,98.92,12.13,0
28.25,78.25,2023,11,3,1.1,23.55,48.57,98.97,11.65,0
28.25,78.75,2023,11,3,0.95,23.55,48.72,99.09,11.69,0
28.25,79.25,2023,11,3,0.92,23.77,49.74,99.17,12.18,0
28.25,79.75,2023,11,3,0.9,23.95,51.74,99.17,12.96,0
28.25,80.25,2023,11,3,0.9,24.11,53.84,99.11,13.73,0
28.25,80.75,2023,11,3,0.93,24.12,56.06,98.84,14.37,0
28.75,73.25,2023,11,3,1.02,26.18,34.42,99.14,8.51,0
28.75,73.75,2023,11,3,1.02,25.66,37.75,98.87,9.25,0
28.75,74.25,2023,11,3,1.07,25.08,43.02,98.69,10.56,0
28.75,74.75,2023,11,3,1.14,24.69,47.36,98.54,11.7,0
28.75,75.25,2023,11,3,1.18,24.35,51.05,98.46,12.61,0
28.75,75.75,2023,11,3,1.22,24.08,53.43,98.45,13.15,0
28.75,76.25,2023,11,3,1.29,24.07,52.91,98.53,13.08,0
28.75,76.75,2023,11,3,1.23,23.77,52.23,98.58,12.88,0
28.75,77.25,2023,11,3,1.2,23.2,53.69,98.67,12.9,0
28.75,77.75,2023,11,3,1.13,22.98,53.31,98.73,12.58,0
28.75,78.25,2023,11,3,1.03,23.17,50.99,98.75,12.02,0
28.75,78.75,2023,11,3,0.94,23.28,50.59,98.75,12,0
28.75,79.25,2023,11,3,1,23.28,51.57,98.37,12.27,0
28.75,79.75,2023,11,3,1.05,23.08,54.72,97.75,12.97,0
28.75,80.25,2023,11,3,1.01,22.66,57.08,96.5,13.26,0
28.75,80.75,2023,11,3,0.94,21.86,58.79,94.56,13,0
29.25,73.25,2023,11,3,0.98,25.41,41.98,99.31,10.75,0
29.25,73.75,2023,11,3,0.97,24.76,46.5,99.1,11.69,0
29.25,74.25,2023,11,3,1.02,24.13,52.5,98.98,12.91,0
29.25,74.75,2023,11,3,1.06,23.77,56.44,98.88,13.77,0
29.25,75.25,2023,11,3,1.07,23.51,59.16,98.79,14.35,0
29.25,75.75,2023,11,3,1.07,23.29,60.54,98.7,14.61,0
29.25,76.25,2023,11,3,1.15,23.23,59.47,98.63,14.37,0
29.25,76.75,2023,11,3,1.15,23.18,56.47,98.57,13.64,0
29.25,77.25,2023,11,3,1.11,22.57,57.97,98.52,13.53,0
29.25,77.75,2023,11,3,1.07,22.42,57.22,98.44,13.12,0
29.25,78.25,2023,11,3,1.05,22.71,53.55,98.08,12.28,0
29.25,78.75,2023,11,3,1.12,22.4,52.38,96.95,11.64,0
29.25,79.25,2023,11,3,1.19,20.9,54.12,94.13,10.78,0
29.25,79.75,2023,11,3,1.26,19.58,56.96,91.78,10.33,0
29.25,80.25,2023,11,3,1.2,18.14,58.91,89.19,9.47,0
29.25,80.75,2023,11,3,1.09,16.15,60.29,85.91,7.88,0
29.75,73.25,2023,11,3,1.06,24.73,50.69,99.36,13,0
29.75,73.75,2023,11,3,1,24.02,55.22,99.21,13.78,0
29.75,74.25,2023,11,3,1.01,23.36,60.99,99.07,14.73,0
29.75,74.75,2023,11,3,1.02,22.93,64.41,98.94,15.26,0
29.75,75.25,2023,11,3,1.01,22.66,65.93,98.8,15.46,0
29.75,75.75,2023,11,3,1.01,22.51,65.78,98.66,15.36,0
29.75,76.25,2023,11,3,1.07,22.47,63.88,98.54,14.92,0
29.75,76.75,2023,11,3,1.01,22.47,60.15,98.38,13.99,0
29.75,77.25,2023,11,3,0.98,21.93,61.24,98.12,13.78,0
29.75,77.75,2023,11,3,1.04,21.57,61.26,97.37,13.38,0
29.75,78.25,2023,11,3,1.15,21.08,58.91,95.47,12.23,0
29.75,78.75,2023,11,3,1.24,19.13,57.53,91.46,10.03,0
29.75,79.25,2023,11,3,1.26,16.43,57.56,86.67,7.47,0
29.75,79.75,2023,11,3,1.34,14.16,57.75,83.03,5.29,0
29.75,80.25,2023,11,3,1.41,11.26,58.75,79.07,2.66,0
29.75,80.75,2023,11,3,1.45,7.28,61.02,74.08,-0.69,0
30.25,73.25,2023,11,3,1.05,24.16,57.17,99.34,14.3,0
30.25,73.75,2023,11,3,0.97,23.49,61.97,99.21,15.1,0
30.25,74.25,2023,11,3,0.95,22.92,66.24,99.07,15.73,0
30.25,74.75,2023,11,3,0.94,22.42,69.11,98.91,16.04,0
30.25,75.25,2023,11,3,0.94,22.09,70.24,98.74,16.07,0
30.25,75.75,2023,11,3,0.97,21.95,69.24,98.55,15.77,0
30.25,76.25,2023,11,3,1,21.97,65.72,98.38,14.98,0
30.25,76.75,2023,11,3,0.97,21.82,60.89,97.52,13.52,0
30.25,77.25,2023,11,3,1.02,20.8,60.42,95.83,12.43,0
30.25,77.75,2023,11,3,1.1,19.36,61.14,93.12,11.3,0
30.25,78.25,2023,11,3,1.17,17.31,61.49,89.07,9.48,0
30.25,78.75,2023,11,3,1.24,13.83,61.47,83.26,6.06,0
30.25,79.25,2023,11,3,1.35,9.76,60.34,77.3,1.64,0
30.25,79.75,2023,11,3,1.57,5.05,63.31,71.41,-2.43,0
30.25,80.25,2023,11,3,1.88,0.74,66.06,66.21,-6.09,0
30.25,80.75,2023,11,3,2.2,-2.78,67.04,61.91,-9.27,0
30.75,73.25,2023,11,3,1.04,23.67,60.59,99.25,14.77,0
30.75,73.75,2023,11,3,0.98,22.94,66.81,99.14,15.83,0
30.75,74.25,2023,11,3,0.91,22.4,70.46,99.02,16.33,0
30.75,74.75,2023,11,3,0.87,21.96,72.71,98.87,16.55,0
30.75,75.25,2023,11,3,0.87,21.73,73.08,98.68,16.47,0
30.75,75.75,2023,11,3,0.91,21.72,70.78,98.4,15.94,0
30.75,76.25,2023,11,3,0.95,21.92,64.66,97.94,14.67,0
30.75,76.75,2023,11,3,1.08,20.42,60.16,94.68,11.98,0
30.75,77.25,2023,11,3,1.17,17.48,58.49,89.57,8.84,0
30.75,77.75,2023,11,3,1.19,14.33,58.79,84.37,6.02,0
30.75,78.25,2023,11,3,1.19,10.55,61.44,78.85,3.01,0
30.75,78.75,2023,11,3,1.36,4.12,68.09,70.83,-1.99,0
30.75,79.25,2023,11,3,1.79,-0.97,69.34,64.65,-6.86,0
30.75,79.75,2023,11,3,2.17,-4.56,69.9,60.16,-10.23,0
30.75,80.25,2023,11,3,2.57,-6.42,69.09,57.57,-12.23,0
30.75,80.75,2023,11,3,3.03,-7.08,66.69,56.44,-13.45,0
26.25,73.25,2023,11,4,1.52,26.7,38.19,98.3,10.61,0
26.25,73.75,2023,11,4,1.33,26.12,41.06,97.67,11.12,0
26.25,74.25,2023,11,4,1.19,25.18,41.21,96.76,10.32,0
26.25,74.75,2023,11,4,0.94,25.27,37.12,96.71,8.78,0
26.25,75.25,2023,11,4,0.83,25.49,34.39,97.12,7.86,0
26.25,75.75,2023,11,4,0.89,25.28,35.92,97.66,8.21,0
26.25,76.25,2023,11,4,0.98,24.38,42,98.02,9.78,0
26.25,76.75,2023,11,4,0.93,24.31,43.22,98.05,10.32,0
26.25,77.25,2023,11,4,0.85,24.58,42.63,98.13,10.42,0
26.25,77.75,2023,11,4,0.85,24.98,41.38,98.4,10.36,0
26.25,78.25,2023,11,4,0.96,25.25,41.01,98.85,10.47,0
26.25,78.75,2023,11,4,1.13,25.07,43.44,99.33,11.12,0
26.25,79.25,2023,11,4,1.37,24.79,45.54,99.54,11.51,0
26.25,79.75,2023,11,4,1.46,24.62,47.3,99.69,11.92,0
26.25,80.25,2023,11,4,1.43,24.56,48.3,99.78,12.24,0
26.25,80.75,2023,11,4,1.33,24.59,48.35,99.85,12.4,0
26.75,73.25,2023,11,4,1.3,26.66,32.17,97.91,8.27,0
26.75,73.75,2023,11,4,1.18,26.31,33.62,97.63,8.49,0
26.75,74.25,2023,11,4,1.09,25.44,36.92,97.12,8.86,0
26.75,74.75,2023,11,4,1.02,24.95,37.73,96.8,8.65,0
26.75,75.25,2023,11,4,1,24.86,37.28,96.81,8.38,0
26.75,75.75,2023,11,4,1.01,24.96,36.98,97.12,8.43,0
26.75,76.25,2023,11,4,1.01,24.83,38.38,97.5,9,0
26.75,76.75,2023,11,4,0.95,24.65,43.12,98.04,10.66,0
26.75,77.25,2023,11,4,0.82,24.94,43.28,98.57,11,0
26.75,77.75,2023,11,4,0.81,25.32,42.39,99,10.99,0
26.75,78.25,2023,11,4,0.97,25.5,42.29,99.3,11.09,0
26.75,78.75,2023,11,4,1.17,25.33,43.06,99.46,11.28,0
26.75,79.25,2023,11,4,1.33,25.01,44.24,99.54,11.42,0
26.75,79.75,2023,11,4,1.43,24.68,46.5,99.62,11.86,0
26.75,80.25,2023,11,4,1.42,24.44,48.55,99.7,12.32,0
26.75,80.75,2023,11,4,1.32,24.32,49.86,99.78,12.67,0
27.25,73.25,2023,11,4,1.24,26.18,33.11,97.82,8.04,0
27.25,73.75,2023,11,4,1.19,25.84,35.19,97.64,8.42,0
27.25,74.25,2023,11,4,1.17,25.29,38.39,97.35,9.08,0
27.25,74.75,2023,11,4,1.19,24.79,41.12,96.88,9.64,0
27.25,75.25,2023,11,4,1.2,24.53,42.13,96.51,9.81,0
27.25,75.75,2023,11,4,1.15,24.54,41.48,96.43,9.63,0
27.25,76.25,2023,11,4,0.98,24.72,40.5,96.81,9.45,0
27.25,76.75,2023,11,4,0.91,24.68,45.6,98.01,11.37,0
27.25,77.25,2023,11,4,0.9,24.84,47.12,98.74,12.03,0
27.25,77.75,2023,11,4,1.02,24.96,47.17,99.13,12.11,0
27.25,78.25,2023,11,4,1.21,24.92,47.05,99.29,12.04,0
27.25,78.75,2023,11,4,1.37,24.76,47.25,99.37,12.01,0
27.25,79.25,2023,11,4,1.38,24.75,46.6,99.46,11.95,0
27.25,79.75,2023,11,4,1.34,24.6,47.47,99.54,12.2,0
27.25,80.25,2023,11,4,1.27,24.36,49.26,99.62,12.58,0
27.25,80.75,2023,11,4,1.19,24.12,51.25,99.7,12.95,0
27.75,73.25,2023,11,4,1.34,25.72,38.31,98.18,9.33,0
27.75,73.75,2023,11,4,1.32,25.44,41.28,97.95,10.1,0
27.75,74.25,2023,11,4,1.36,25.04,43.66,97.66,10.64,0
27.75,74.75,2023,11,4,1.4,24.74,45.09,97.22,10.94,0
27.75,75.25,2023,11,4,1.39,24.49,45.62,96.8,10.96,0
27.75,75.75,2023,11,4,1.28,24.38,45.22,96.63,10.74,0
27.75,76.25,2023,11,4,1.04,24.63,43.84,97.05,10.43,0
27.75,76.75,2023,11,4,0.94,24.54,47.74,98.08,11.84,0
27.75,77.25,2023,11,4,1.03,24.43,50.18,98.78,12.62,0
27.75,77.75,2023,11,4,1.22,24.36,50.62,99.1,12.69,0
27.75,78.25,2023,11,4,1.4,24.29,50.02,99.16,12.4,0
27.75,78.75,2023,11,4,1.5,24.06,50.84,99.25,12.49,0
27.75,79.25,2023,11,4,1.41,24.1,50.22,99.37,12.52,0
27.75,79.75,2023,11,4,1.25,24.15,50.01,99.43,12.65,0
27.75,80.25,2023,11,4,1.09,24.11,50.73,99.49,12.88,0
27.75,80.75,2023,11,4,0.97,23.97,52.3,99.56,13.18,0
28.25,73.25,2023,11,4,1.47,25.54,42.44,98.73,10.5,0
28.25,73.75,2023,11,4,1.5,25.24,45.97,98.45,11.4,0
28.25,74.25,2023,11,4,1.52,24.94,47.92,98.17,11.9,0
28.25,74.75,2023,11,4,1.55,24.71,48.99,97.9,12.15,0
28.25,75.25,2023,11,4,1.5,24.47,49.69,97.69,12.25,0
28.25,75.75,2023,11,4,1.39,24.31,49.79,97.66,12.19,0
28.25,76.25,2023,11,4,1.23,24.46,48.34,97.99,11.84,0
28.25,76.75,2023,11,4,1.16,24.12,50.94,98.38,12.5,0
28.25,77.25,2023,11,4,1.26,23.83,52.78,98.75,12.92,0
28.25,77.75,2023,11,4,1.42,23.69,52.68,98.95,12.79,0
28.25,78.25,2023,11,4,1.53,23.62,51.52,99.01,12.36,0
28.25,78.75,2023,11,4,1.5,23.39,52.22,99.12,12.42,0
28.25,79.25,2023,11,4,1.34,23.36,52.44,99.19,12.61,0
28.25,79.75,2023,11,4,1.18,23.5,52.88,99.18,12.97,0
28.25,80.25,2023,11,4,1.04,23.7,53.1,99.11,13.22,0
28.25,80.75,2023,11,4,0.97,23.72,53.71,98.84,13.36,0
28.75,73.25,2023,11,4,1.53,25.41,45.34,99.14,11.36,0
28.75,73.75,2023,11,4,1.6,25.01,49.72,98.88,12.4,0
28.75,74.25,2023,11,4,1.6,24.63,52.49,98.71,13.07,0
28.75,74.75,2023,11,4,1.57,24.27,54.67,98.57,13.54,0
28.75,75.25,2023,11,4,1.49,23.92,56.29,98.49,13.82,0
28.75,75.75,2023,11,4,1.37,23.69,56.82,98.48,13.81,0
28.75,76.25,2023,11,4,1.3,23.72,55.09,98.57,13.35,0
28.75,76.75,2023,11,4,1.36,23.42,55.67,98.62,13.3,0
28.75,77.25,2023,11,4,1.47,23.09,55.96,98.7,13.16,0
28.75,77.75,2023,11,4,1.57,23,54.21,98.77,12.62,0
28.75,78.25,2023,11,4,1.58,23.07,51.39,98.79,11.91,0
28.75,78.75,2023,11,4,1.46,22.94,51.19,98.77,11.81,0
28.75,79.25,2023,11,4,1.4,22.67,52.71,98.38,12.04,0
28.75,79.75,2023,11,4,1.33,22.47,54.65,97.75,12.42,0
28.75,80.25,2023,11,4,1.19,22.01,55.91,96.48,12.32,0
28.75,80.75,2023,11,4,1.05,21.13,57.04,94.55,11.78,0
29.25,73.25,2023,11,4,1.52,25.08,48.75,99.31,12.3,0
29.25,73.75,2023,11,4,1.6,24.49,54,99.11,13.4,0
29.25,74.25,2023,11,4,1.55,23.84,58.4,99.01,14.21,0
29.25,74.75,2023,11,4,1.46,23.33,61.3,98.91,14.65,0
29.25,75.25,2023,11,4,1.35,22.91,63.02,98.82,14.83,0
29.25,75.75,2023,11,4,1.29,22.64,63.35,98.74,14.72,0
29.25,76.25,2023,11,4,1.34,22.62,61.5,98.67,14.2,0
29.25,76.75,2023,11,4,1.46,22.57,59.38,98.61,13.51,0
29.25,77.25,2023,11,4,1.53,22.23,58.86,98.55,13.14,0
29.25,77.75,2023,11,4,1.57,22.27,55.79,98.47,12.4,0
29.25,78.25,2023,11,4,1.58,22.5,51.25,98.1,11.4,0
29.25,78.75,2023,11,4,1.52,21.91,51.62,96.97,10.97,0
29.25,79.25,2023,11,4,1.49,20.17,54.58,94.12,10.16,0
29.25,79.75,2023,11,4,1.47,18.88,56.61,91.76,9.5,0
29.25,80.25,2023,11,4,1.36,17.36,58.32,89.16,8.52,0
29.25,80.75,2023,11,4,1.23,15.19,60.76,85.88,7.07,0
29.75,73.25,2023,11,4,1.43,24.6,51.56,99.37,12.87,0
29.75,73.75,2023,11,4,1.45,23.81,57.44,99.23,13.91,0
29.75,74.25,2023,11,4,1.38,22.95,63.14,99.1,14.77,0
29.75,74.75,2023,11,4,1.29,22.39,66.08,98.97,15.11,0
29.75,75.25,2023,11,4,1.24,22.04,66.84,98.83,15.05,0
29.75,75.75,2023,11,4,1.27,21.84,66.06,98.69,14.69,0
29.75,76.25,2023,11,4,1.39,21.76,64.44,98.57,14.16,0
29.75,76.75,2023,11,4,1.46,21.84,60.54,98.41,13.22,0
29.75,77.25,2023,11,4,1.48,21.64,59.21,98.14,12.8,0
29.75,77.75,2023,11,4,1.49,21.4,57.66,97.4,12.24,0
29.75,78.25,2023,11,4,1.51,20.66,56.18,95.49,11.13,0
29.75,78.75,2023,11,4,1.51,18.28,58.16,91.47,9.39,0
29.75,79.25,2023,11,4,1.5,15.49,58.93,86.66,6.92,0
29.75,79.75,2023,11,4,1.49,13.34,59.33,83,4.9,0
29.75,80.25,2023,11,4,1.45,10.58,60.62,79.02,2.47,0
29.75,80.75,2023,11,4,1.38,6.75,63.22,74.02,-0.66,0
30.25,73.25,2023,11,4,1.28,24.02,53.49,99.35,12.89,0
30.25,73.75,2023,11,4,1.23,23.2,59.69,99.23,13.94,0
30.25,74.25,2023,11,4,1.19,22.55,64.06,99.09,14.61,0
30.25,74.75,2023,11,4,1.16,22.08,66.28,98.94,14.87,0
30.25,75.25,2023,11,4,1.18,21.73,66.84,98.77,14.75,0
30.25,75.75,2023,11,4,1.24,21.48,66.15,98.58,14.35,0
30.25,76.25,2023,11,4,1.34,21.36,64.5,98.4,13.82,0
30.25,76.75,2023,11,4,1.41,21.38,59.1,97.55,12.53,0
30.25,77.25,2023,11,4,1.45,20.49,57.92,95.84,11.46,0
30.25,77.75,2023,11,4,1.45,18.92,58.94,93.12,10.3,0
30.25,78.25,2023,11,4,1.44,16.56,60.82,89.07,8.55,0
30.25,78.75,2023,11,4,1.43,12.9,62.88,83.24,5.48,0
30.25,79.25,2023,11,4,1.42,9.12,62.5,77.27,1.48,0
30.25,79.75,2023,11,4,1.36,4.94,63.66,71.37,-2.37,0
30.25,80.25,2023,11,4,1.22,1.13,64.05,66.17,-5.95,0
30.25,80.75,2023,11,4,1.04,-2,62.78,61.87,-9.16,0
30.75,73.25,2023,11,4,1.16,23.52,54.96,99.26,12.66,0
30.75,73.75,2023,11,4,1.11,22.79,61.28,99.16,13.84,0
30.75,74.25,2023,11,4,1.08,22.41,63.88,99.05,14.36,0
30.75,74.75,2023,11,4,1.05,22.04,65.79,98.9,14.65,0
30.75,75.25,2023,11,4,1.07,21.66,66.85,98.71,14.64,0
30.75,75.75,2023,11,4,1.14,21.4,66.23,98.42,14.26,0
30.75,76.25,2023,11,4,1.24,21.47,62.41,97.97,13.41,0
30.75,76.75,2023,11,4,1.36,19.98,58.63,94.7,11.15,0
30.75,77.25,2023,11,4,1.42,16.88,58.74,89.57,8.27,0
30.75,77.75,2023,11,4,1.43,13.58,60.16,84.35,5.52,0
30.75,78.25,2023,11,4,1.39,9.91,61.8,78.83,2.4,0
30.75,78.75,2023,11,4,1.22,4.04,64,70.78,-2.88,0
30.75,79.25,2023,11,4,1.04,-0.41,61.6,64.63,-7.8,0
30.75,79.75,2023,11,4,0.93,-3.33,60.01,60.15,-11.03,0
30.75,80.25,2023,11,4,0.81,-4.79,57.76,57.58,-12.98,0
30.75,80.75,2023,11,4,0.75,-5.38,54.98,56.46,-14.11,0
26.25,73.25,2023,11,5,1.44,26.32,36.82,98.44,9.25,0
26.25,73.75,2023,11,5,1.38,25.99,39.47,97.79,9.87,0
26.25,74.25,2023,11,5,1.36,25.98,38.37,96.88,9.62,0
26.25,74.75,2023,11,5,1.17,26.51,35.77,96.82,9.15,0
26.25,75.25,2023,11,5,0.93,27.04,33.56,97.23,8.8,0
26.25,75.75,2023,11,5,0.8,27.02,34.03,97.77,8.98,0
26.25,76.25,2023,11,5,1.01,25.82,39.91,98.13,10.14,0
26.25,76.75,2023,11,5,1.2,24.66,45.06,98.16,10.95,0
26.25,77.25,2023,11,5,1.2,24.04,47.15,98.25,11.28,0
26.25,77.75,2023,11,5,1.1,23.98,47,98.54,11.33,0
26.25,78.25,2023,11,5,0.98,24.28,45.99,99,11.34,0
26.25,78.75,2023,11,5,0.95,24.47,46.06,99.48,11.61,0
26.25,79.25,2023,11,5,0.86,24.81,44.46,99.7,11.4,0
26.25,79.75,2023,11,5,0.78,25.07,43.72,99.85,11.39,0
26.25,80.25,2023,11,5,0.73,25.21,43.64,99.95,11.51,0
26.25,80.75,2023,11,5,0.75,25.2,43.96,100.02,11.64,0
26.75,73.25,2023,11,5,1.32,26.63,33.17,98.04,8.29,0
26.75,73.75,2023,11,5,1.2,26.5,33.47,97.76,8.17,0
26.75,74.25,2023,11,5,1.18,26.4,35.12,97.24,8.81,0
26.75,74.75,2023,11,5,1.11,26.32,35.38,96.91,9,0
26.75,75.25,2023,11,5,1.04,26.33,34.67,96.92,8.82,0
26.75,75.75,2023,11,5,0.99,26.29,34.11,97.23,8.54,0
26.75,76.25,2023,11,5,0.91,25.83,35.53,97.61,8.6,0
26.75,76.75,2023,11,5,1,24.7,42.78,98.16,10.32,0
26.75,77.25,2023,11,5,1.03,23.9,46.19,98.71,11.04,0
26.75,77.75,2023,11,5,1.01,23.77,46.66,99.15,11.26,0
26.75,78.25,2023,11,5,0.94,24.19,45.55,99.45,11.31,0
26.75,78.75,2023,11,5,0.84,24.53,44.62,99.62,11.33,0
26.75,79.25,2023,11,5,0.73,24.71,43.92,99.71,11.24,0
26.75,79.75,2023,11,5,0.72,24.78,44.24,99.8,11.4,0
26.75,80.25,2023,11,5,0.74,24.81,44.8,99.87,11.61,0
26.75,80.75,2023,11,5,0.76,24.82,45.26,99.95,11.78,0
27.25,73.25,2023,11,5,1.08,26.62,33.56,97.95,8.57,0
27.25,73.75,2023,11,5,1.09,26.47,34.03,97.77,8.52,0
27.25,74.25,2023,11,5,1.15,26.26,35.38,97.47,8.9,0
27.25,74.75,2023,11,5,1.22,25.88,36.58,97,9.13,0
27.25,75.25,2023,11,5,1.27,25.48,36.92,96.62,8.96,0
27.25,75.75,2023,11,5,1.25,25.21,36.4,96.55,8.46,0
27.25,76.25,2023,11,5,1.05,25.17,35.75,96.93,8.01,0
27.25,76.75,2023,11,5,0.98,24.63,41.92,98.14,9.98,0
27.25,77.25,2023,11,5,0.97,24.06,45.89,98.89,11.06,0
27.25,77.75,2023,11,5,0.97,23.9,46.55,99.29,11.28,0
27.25,78.25,2023,11,5,0.93,24.14,45.02,99.46,11.03,0
27.25,78.75,2023,11,5,0.84,24.24,44.62,99.54,11.04,0
27.25,79.25,2023,11,5,0.74,24.34,44.48,99.63,11.09,0
27.25,79.75,2023,11,5,0.75,24.3,45.49,99.72,11.37,0
27.25,80.25,2023,11,5,0.8,24.22,46.61,99.8,11.65,0
27.25,80.75,2023,11,5,0.82,24.19,47.18,99.88,11.79,0
27.75,73.25,2023,11,5,1.45,25.9,38.23,98.31,9.62,0
27.75,73.75,2023,11,5,1.51,25.75,39.41,98.08,9.94,0
27.75,74.25,2023,11,5,1.54,25.46,40.21,97.79,10,0
27.75,74.75,2023,11,5,1.55,25.14,40.54,97.35,9.89,0
27.75,75.25,2023,11,5,1.53,24.76,40.35,96.93,9.5,0
27.75,75.75,2023,11,5,1.46,24.47,39.54,96.76,8.87,0
27.75,76.25,2023,11,5,1.29,24.56,37.97,97.17,8.18,0
27.75,76.75,2023,11,5,1.09,24.16,42.82,98.22,9.76,0
27.75,77.25,2023,11,5,0.99,23.88,45.46,98.92,10.66,0
27.75,77.75,2023,11,5,0.94,23.78,45.33,99.25,10.67,0
27.75,78.25,2023,11,5,0.91,23.74,44.12,99.33,10.27,0
27.75,78.75,2023,11,5,0.88,23.38,45.75,99.43,10.59,0
27.75,79.25,2023,11,5,0.85,23.33,47,99.55,10.96,0
27.75,79.75,2023,11,5,0.88,23.26,48.76,99.62,11.4,0
27.75,80.25,2023,11,5,0.91,23.25,49.98,99.68,11.7,0
27.75,80.75,2023,11,5,0.89,23.38,50.17,99.75,11.81,0
28.25,73.25,2023,11,5,1.87,25.19,43.42,98.88,10.67,0
28.25,73.75,2023,11,5,1.81,25.01,44.5,98.59,10.94,0
28.25,74.25,2023,11,5,1.74,24.75,44.9,98.31,10.92,0
28.25,74.75,2023,11,5,1.66,24.49,44.81,98.04,10.69,0
28.25,75.25,2023,11,5,1.58,24.22,44.22,97.83,10.24,0
28.25,75.75,2023,11,5,1.48,24.04,42.82,97.8,9.54,0
28.25,76.25,2023,11,5,1.38,24.17,39.97,98.13,8.54,0
28.25,76.75,2023,11,5,1.15,23.57,42.84,98.52,9.26,0
28.25,77.25,2023,11,5,0.99,23.28,44.33,98.9,9.73,0
28.25,77.75,2023,11,5,0.91,23.16,44.28,99.11,9.74,0
28.25,78.25,2023,11,5,0.89,22.96,44.29,99.17,9.6,0
28.25,78.75,2023,11,5,0.98,22.24,47.69,99.3,10.2,0
28.25,79.25,2023,11,5,0.99,21.97,51.34,99.38,10.99,0
28.25,79.75,2023,11,5,1.03,21.93,54.09,99.38,11.67,0
28.25,80.25,2023,11,5,1.05,22.2,54.46,99.31,11.91,0
28.25,80.75,2023,11,5,1.04,22.6,53.22,99.03,11.87,0
28.75,73.25,2023,11,5,1.75,24.87,45.42,99.3,10.89,0
28.75,73.75,2023,11,5,1.71,24.49,47.22,99.03,11.28,0
28.75,74.25,2023,11,5,1.63,24.1,48.29,98.86,11.4,0
28.75,74.75,2023,11,5,1.55,23.76,48.69,98.71,11.28,0
28.75,75.25,2023,11,5,1.46,23.5,48.31,98.63,10.95,0
28.75,75.75,2023,11,5,1.36,23.39,46.72,98.62,10.32,0
28.75,76.25,2023,11,5,1.28,23.47,43.22,98.7,9.21,0
28.75,76.75,2023,11,5,1.1,23.07,43.69,98.76,9.17,0
28.75,77.25,2023,11,5,1,22.78,44.54,98.85,9.32,0
28.75,77.75,2023,11,5,0.95,22.62,44.61,98.92,9.27,0
28.75,78.25,2023,11,5,0.96,22.42,44.74,98.95,9.16,0
28.75,78.75,2023,11,5,1.07,21.8,47.84,98.96,9.71,0
28.75,79.25,2023,11,5,1.11,21.36,51.72,98.56,10.36,0
28.75,79.75,2023,11,5,1.16,21.11,54.84,97.94,10.94,0
28.75,80.25,2023,11,5,1.11,20.86,55.66,96.67,10.88,0
28.75,80.75,2023,11,5,1.02,20.38,55.38,94.73,10.38,0
29.25,73.25,2023,11,5,1.51,24.59,45.72,99.46,10.83,0
29.25,73.75,2023,11,5,1.51,24.06,48.12,99.26,11.29,0
29.25,74.25,2023,11,5,1.45,23.41,51.02,99.15,11.74,0
29.25,74.75,2023,11,5,1.38,22.99,51.96,99.05,11.73,0
29.25,75.25,2023,11,5,1.29,22.72,51.64,98.96,11.44,0
29.25,75.75,2023,11,5,1.2,22.57,50.23,98.88,10.91,0
29.25,76.25,2023,11,5,1.14,22.57,47.28,98.81,9.99,0
29.25,76.75,2023,11,5,1.06,22.42,46.06,98.75,9.46,0
29.25,77.25,2023,11,5,1.03,22.08,47.79,98.7,9.77,0
29.25,77.75,2023,11,5,1.04,21.95,48.04,98.62,9.75,0
29.25,78.25,2023,11,5,1.08,21.92,46.53,98.26,9.19,0
29.25,78.75,2023,11,5,1.12,21.33,47.16,97.13,8.89,0
29.25,79.25,2023,11,5,1.16,19.72,49.96,94.29,8.24,0
29.25,79.75,2023,11,5,1.22,18.53,52.64,91.92,7.96,0
29.25,80.25,2023,11,5,1.18,17.26,54.74,89.32,7.41,0
29.25,80.75,2023,11,5,1.09,15.49,57.23,86.03,6.44,0
29.75,73.25,2023,11,5,1.37,24.24,45.28,99.52,10.63,0
